BU,Product Name,# Project Key:1,Project Name:2,Branch:3,Last Analysis:4,bugs:5,vulnerabilities:6,code_smells:7,security_hotspots:8,reliability_rating:9,security_rating:10,sqale_rating:11,security_review_rating:12,sqale_debt_ratio:13,sqale_index:14,coverage:15,duplicated_lines_density:16,security_hotspots_reviewed:17,new_bugs:18,new_vulnerabilities:19,new_code_smells:20,new_security_hotspots:21,new_reliability_rating:22,new_security_rating:23,new_maintainability_rating:24,new_security_review_rating:25,new_sqale_debt_ratio:26,new_coverage:27,new_duplicated_lines_density:28,new_security_hotspots_reviewed:29,ncloc:30,iz_component_dw:31,ncloc_language_distribution:32,iz_error_loggers:33,functions:34,burned_budget:35,major_violations:36,new_conditions_to_cover:37,new_blocker_violations:38,iz_global_exception_conf:39,business_value:40,iz_trace_loggers:41,classes:42,comment_lines:43,complexity:44,blocker_violations:45,reopened_issues:46,iz_component_flows:47,info_violations:48,comment_lines_density:49,alert_status:50,lines:51,files:52,iz_info_loggers:53,iz_debug_loggers:54,skipped_tests:55,lines_to_cover:56,new_minor_violations:57,new_uncovered_conditions:58,duplicated_files:59,tests:60,iz_component_batch:61,projects:62,iz_component_ws:63,new_security_remediation_effort:64,confirmed_issues:65,iz_component_ftp:66,minor_violations:67,iz_component_loggers:68,security_remediation_effort:69,test_execution_time:70,uncovered_conditions:71,test_success_density:72,test_failures:73,iz_scripting_components:74,team_size:75,violations:76,iz_component_vm:77,open_issues:78,iz_api_no_of_apis:79,duplicated_blocks:80,new_uncovered_lines:81,iz_client:82,new_violations:83,wont_fix_issues:84,directories:85,conditions_to_cover:86,iz_business_group:87,effort_to_reach_maintainability_rating_a:88,quality_gate_details:89,new_line_coverage:90,new_lines_to_cover:91,false_positive_issues:92,iz_component_file:93,generated_ncloc:94,iz_listener_http:95,new_critical_violations:96,iz_listener_https:97,duplications_data:98,new_duplicated_lines:99,cognitive_complexity:100,new_branch_coverage:101,reliability_remediation_effort:102,generated_lines:103,iz_muit_exists:104,iz_component_database:105,uncovered_lines:106,releasability_rating:107,iz_warn_loggers:108,new_lines:109,critical_violations:110,line_coverage:111,statements:112,duplicated_lines:113,new_reliability_remediation_effort:114,new_duplicated_blocks:115,new_major_violations:116,new_technical_debt:117,new_info_violations:118,test_errors:119,iz_mule_version:120,branch_coverage:121,URL:122
,,56c14f77-79ed-4de3-8313-d542ea9f232b:itron-whslset-meterdata-eapi,itron-whslset-meterdata-eapi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:itron-whslset-meterdata-eapi&branch=master
,,com.mycompany:itt-tickets-sapi,itt-tickets-sapi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=com.mycompany:itt-tickets-sapi&branch=master
,,56c14f77-79ed-4de3-8313-d542ea9f232b:itt-tickets-sapi,itt-tickets-sapi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:itt-tickets-sapi&branch=master
,,56c14f77-79ed-4de3-8313-d542ea9f232b:ivr-accounts-cris-sapi,ivr-accounts-cris-sapi,develop,3/27/2023,121,22,268,4,3,4,1,5,0.30%,2517,,1.80%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,30361,30,api=14109;css=7190;mule=8058;web=1004,0,,,131,0,0,No,,0,,6,9,0,0,9,84,0.00%,OK,31479,516,0,0,,,0,0,8,,0,,0,0,0,0,195,62,307,,,,,0,,411,0,411,1,23,0,,0,0,,,NA,0,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",,0,0,0,,2,0,0,,0,,,509,,Yes,0,,,0,2,1,,,567,0,0,0,0,0,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ivr-accounts-cris-sapi&branch=develop
,,56c14f77-79ed-4de3-8313-d542ea9f232b:ivr-accounts-cris-sapi,ivr-accounts-cris-sapi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ivr-accounts-cris-sapi&branch=master
,,0b71ec1d-a9ef-423b-a599-66c396fc16ba:ivr-accounts-cris-sapi,ivr-accounts-cris-sapi,master,3/27/2023,103,24,287,1,3,5,1,5,0.30%,2791,,1.80%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,30361,30,api=14109;css=7190;mule=8058;web=1004,0,,,131,0,0,No,,0,,6,9,3,0,9,84,0.00%,OK,31479,516,0,0,,,0,0,8,,0,,0,0,0,0,195,62,323,,,,,0,,414,0,414,1,23,0,,0,0,,,NA,0,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",,0,0,0,,2,0,0,,0,,,239,,Yes,0,,,0,6,1,,,567,0,0,0,0,0,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=0b71ec1d-a9ef-423b-a599-66c396fc16ba:ivr-accounts-cris-sapi&branch=master
,,56c14f77-79ed-4de3-8313-d542ea9f232b:ivr-accounts-css-sapi,ivr-accounts-css-sapi,develop,3/27/2023,180,28,429,4,3,4,1,5,0.40%,4210,,2.30%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,36221,47,api=16207;css=7190;mule=11348;web=1476,0,,,202,0,0,No,,0,,6,13,0,0,14,126,0.00%,OK,39073,572,0,0,,,0,0,12,,0,,8,0,0,0,308,94,353,,,,,0,,637,0,637,2,44,0,,0,0,,,NA,0,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",,0,0,0,,2,0,0,,0,,,790,,Yes,0,,,0,2,1,,,884,0,0,0,0,0,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ivr-accounts-css-sapi&branch=develop
,,56c14f77-79ed-4de3-8313-d542ea9f232b:ivr-accounts-css-sapi,ivr-accounts-css-sapi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ivr-accounts-css-sapi&branch=master
,,0b71ec1d-a9ef-423b-a599-66c396fc16ba:ivr-accounts-css-sapi,ivr-accounts-css-sapi,develop,4/28/2023,534,5,288,3,3,5,1,5,0.00%,1809,,0.30%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,131542,53,css=35950;mule=76635;web=18957,0,,,371,0,0,No,,0,,30,50,3,0,16,139,0.00%,OK,2692590,1764,0,0,,,0,0,50,,0,,8,0,0,0,311,102,27,,,,,0,,827,0,827,0,299,0,,0,0,,,NA,0,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""9.563795296525473E-4"",""level"":""OK""}],""ignoredConditions"":false}",,0,0,0,,2,0,0,,3,,,672,,Yes,0,,,0,313683,3,,,6827,0,1,0,0,0,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=0b71ec1d-a9ef-423b-a599-66c396fc16ba:ivr-accounts-css-sapi&branch=develop
,,0b71ec1d-a9ef-423b-a599-66c396fc16ba:ivr-accounts-css-sapi,ivr-accounts-css-sapi,master,3/27/2023,151,26,463,1,3,5,1,5,0.40%,4665,,2.30%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,36221,47,api=16207;css=7190;mule=11348;web=1476,0,,,202,0,0,No,,0,,6,13,3,0,14,126,0.00%,OK,39073,572,0,0,,,0,0,12,,0,,8,0,0,0,308,94,353,,,,,0,,640,0,640,2,44,0,,0,0,,,NA,0,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",,0,0,0,,2,0,0,,0,,,355,,Yes,0,,,0,6,1,,,884,0,0,0,0,0,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=0b71ec1d-a9ef-423b-a599-66c396fc16ba:ivr-accounts-css-sapi&branch=master
,,56c14f77-79ed-4de3-8313-d542ea9f232b:ivr-accounts-papi,ivr-accounts-papi,develop,9/6/2022,105,22,280,3,3,4,1,5,0.60%,3340,,2.10%,0,,,,,,,,,,,,,17532,3,api=6215;css=7190;mule=3386;web=741,0,,,140,,,No,,0,,6,6,0,0,8,46,0.00%,OK,17923,128,0,0,,,,,5,,0,,0,,0,0,211,29,318,,,,,0,,407,0,407,2,13,,,,0,,,NA,0,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",,,0,0,,2,,0,,,,,722,,Yes,0,,,0,,10,,,376,,,,,,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ivr-accounts-papi&branch=develop
,,56c14f77-79ed-4de3-8313-d542ea9f232b:ivr-accounts-papi,ivr-accounts-papi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ivr-accounts-papi&branch=master
,,56c14f77-79ed-4de3-8313-d542ea9f232b:budget-plan-cris-sapi,ivr-budget-plan-cris-sapi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:budget-plan-cris-sapi&branch=master
,,56c14f77-79ed-4de3-8313-d542ea9f232b:ivr-budget-plan-cris-sapi,ivr-budget-plan-cris-sapi,develop,9/6/2022,65,6,110,3,3,4,1,5,0.10%,934,,0.80%,0,,,,,,,,,,,,,29246,12,api=15653;css=7190;mule=5815;web=588,0,,,55,,,No,,0,,6,5,0,0,5,41,0.00%,OK,29760,454,0,0,,,,,4,,0,,0,,0,0,84,27,67,,,,,0,,181,0,181,0,11,,,,0,,,NA,0,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",,,0,0,,2,,0,,,,,273,,Yes,0,,,0,,1,,,230,,,,,,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ivr-budget-plan-cris-sapi&branch=develop
,,56c14f77-79ed-4de3-8313-d542ea9f232b:ivr-budget-plan-cris-sapi,ivr-budget-plan-cris-sapi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ivr-budget-plan-cris-sapi&branch=master
,,0b71ec1d-a9ef-423b-a599-66c396fc16ba:ivr-budget-plan-cris-sapi,ivr-budget-plan-cris-sapi,develop,4/28/2023,0,2,82,2,1,4,1,5,0.90%,482,,0.00%,0,0,0,5,0,1,1,1,1,0.00%,,0.00%,,1873,13,mule=1873,0,,,6,0,0,No,,0,,,,0,0,6,43,,OK,2436,40,0,0,,,1,0,0,,0,,0,0,0,0,34,27,7,,,,,0,,84,0,84,0,0,0,,5,0,,,NA,0,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",,0,0,0,,2,0,0,,0,,,0,,Yes,0,,,0,27,1,,,0,0,0,2,43,2,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=0b71ec1d-a9ef-423b-a599-66c396fc16ba:ivr-budget-plan-cris-sapi&branch=develop
,,0b71ec1d-a9ef-423b-a599-66c396fc16ba:ivr-budget-plan-cris-sapi,ivr-budget-plan-cris-sapi,master,3/11/2023,0,2,82,2,1,4,1,5,0.90%,482,,0.00%,0,,,,,,,,,,,,,1873,13,mule=1873,0,,,6,,,No,,0,,,,0,0,6,43,,OK,2436,40,0,0,,,,,0,,0,,0,,0,0,34,27,7,,,,,0,,84,0,84,0,0,,,,0,,,NA,0,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",,,0,0,,2,,0,,,,,0,,Yes,0,,,0,,1,,,0,,,,,,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=0b71ec1d-a9ef-423b-a599-66c396fc16ba:ivr-budget-plan-cris-sapi&branch=master
,,56c14f77-79ed-4de3-8313-d542ea9f232b:ivr-budget-plan-css-sapi,ivr-budget-plan-css-sapi,develop,9/6/2022,87,7,140,3,3,4,1,5,0.10%,1101,,1.30%,0,,,,,,,,,,,,,30813,22,api=15781;css=7190;mule=7060;web=782,0,,,80,,,No,,0,,6,7,0,0,7,57,0.00%,OK,32306,494,0,0,,,,,6,,0,,3,,0,0,96,39,60,,,,,0,,234,0,234,0,28,,,,0,,,NA,0,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",,,0,0,,2,,0,,,,,301,,Yes,0,,,0,,1,,,427,,,,,,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ivr-budget-plan-css-sapi&branch=develop
,,56c14f77-79ed-4de3-8313-d542ea9f232b:ivr-budget-plan-css-sapi,ivr-budget-plan-css-sapi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ivr-budget-plan-css-sapi&branch=master
,,0b71ec1d-a9ef-423b-a599-66c396fc16ba:ivr-budget-plan-css-sapi,ivr-budget-plan-css-sapi,develop,4/28/2023,0,4,122,2,1,4,1,5,0.90%,799,,0.00%,0,0,0,5,0,1,1,1,1,0.00%,,0.00%,,2920,23,mule=2920,0,,,18,0,0,No,,0,,,,0,0,8,59,,OK,4435,66,0,0,,,1,0,0,,0,,3,0,0,0,48,39,15,,,,,0,,126,0,126,0,0,0,,5,0,,,NA,0,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",,0,0,0,,2,0,0,,0,,,0,,Yes,0,,,0,36,1,,,0,0,0,2,43,2,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=0b71ec1d-a9ef-423b-a599-66c396fc16ba:ivr-budget-plan-css-sapi&branch=develop
,,0b71ec1d-a9ef-423b-a599-66c396fc16ba:ivr-budget-plan-css-sapi,ivr-budget-plan-css-sapi,master,3/11/2023,0,4,122,2,1,4,1,5,0.90%,799,,0.00%,0,,,,,,,,,,,,,2920,23,mule=2920,0,,,18,,,No,,0,,,,0,0,8,59,,OK,4435,66,0,0,,,,,0,,0,,3,,0,0,48,39,15,,,,,0,,126,0,126,0,0,,,,0,,,NA,0,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",,,0,0,,2,,0,,,,,0,,Yes,0,,,0,,1,,,0,,,,,,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=0b71ec1d-a9ef-423b-a599-66c396fc16ba:ivr-budget-plan-css-sapi&branch=master
,,56c14f77-79ed-4de3-8313-d542ea9f232b:budget-plan-papi,ivr-budget-plan-papi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:budget-plan-papi&branch=master
,,56c14f77-79ed-4de3-8313-d542ea9f232b:ivr-budget-plan-papi,ivr-budget-plan-papi,develop,9/6/2022,76,4,85,3,3,4,1,5,0.10%,723,,1.30%,0,,,,,,,,,,,,,29400,3,api=15646;css=7190;mule=5851;web=713,0,,,62,,,No,,0,,6,6,0,0,4,30,0.00%,OK,29811,458,0,0,,,,,5,,0,,0,,0,0,68,18,48,,,,,0,,165,0,165,0,14,,,,0,,,NA,0,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",,,0,0,,2,,0,,,,,287,,Yes,0,,,0,,5,,,381,,,,,,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ivr-budget-plan-papi&branch=develop
,,56c14f77-79ed-4de3-8313-d542ea9f232b:ivr-budget-plan-papi,ivr-budget-plan-papi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ivr-budget-plan-papi&branch=master
,,0b71ec1d-a9ef-423b-a599-66c396fc16ba:ivr-budget-plan-papi,ivr-budget-plan-papi,develop,4/28/2023,51,0,68,2,3,1,1,5,0.20%,433,,1.80%,0,0,0,5,0,1,1,1,1,0.00%,,0.00%,,9426,4,css=7190;mule=1747;web=489,0,,,41,0,0,No,,0,,6,5,0,0,5,32,0.10%,OK,10000,48,0,0,,,1,0,4,,0,,0,0,0,0,42,18,0,,,,,0,,119,0,119,0,8,0,,5,0,,,NA,0,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",,0,0,0,,2,0,0,,0,,,63,,Yes,0,,,0,36,4,,,184,0,0,2,43,2,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=0b71ec1d-a9ef-423b-a599-66c396fc16ba:ivr-budget-plan-papi&branch=develop
,,0b71ec1d-a9ef-423b-a599-66c396fc16ba:ivr-budget-plan-papi,ivr-budget-plan-papi,master,3/11/2023,51,0,68,2,3,1,1,5,0.20%,433,,1.80%,0,0,0,5,0,1,1,1,1,0.00%,,0.00%,,9426,4,css=7190;mule=1747;web=489,0,,,41,0,0,No,,0,,6,5,0,0,5,32,0.10%,OK,10000,48,0,0,,,1,0,4,,0,,0,0,0,0,42,18,0,,,,,0,,119,0,119,0,8,0,,5,0,,,NA,0,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",,0,0,0,,2,0,0,,0,,,63,,Yes,0,,,0,31,4,,,184,0,0,2,43,2,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=0b71ec1d-a9ef-423b-a599-66c396fc16ba:ivr-budget-plan-papi&branch=master
,,56c14f77-79ed-4de3-8313-d542ea9f232b:ivr-business-service-papi,ivr-business-service-papi,develop,9/6/2022,86,5,105,3,3,4,1,5,0.10%,1066,,1.50%,0,,,,,,,,,,,,,29403,3,api=15818;css=7190;mule=5654;web=741,0,,,75,,,No,,0,,6,6,0,0,5,28,0.00%,OK,29794,452,0,0,,,,,5,,0,,0,,0,0,90,16,63,,,,,0,,196,0,196,1,15,,,,0,,,NA,0,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",,,0,0,,2,,0,,,,,437,,Yes,0,,,0,,3,,,441,,,,,,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ivr-business-service-papi&branch=develop
,,56c14f77-79ed-4de3-8313-d542ea9f232b:ivr-business-service-papi,ivr-business-service-papi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ivr-business-service-papi&branch=master
,,0b71ec1d-a9ef-423b-a599-66c396fc16ba:ivr-business-service-papi,ivr-business-service-papi,develop,4/28/2023,0,1,56,2,1,4,1,5,0.70%,347,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,1679,4,mule=1679,0,,,5,0,0,No,,0,,,,0,0,6,28,,OK,2178,39,0,0,,,0,0,0,,0,,0,0,0,0,21,14,3,,,,,0,,57,0,57,0,0,0,,0,0,,,NA,0,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",,0,0,0,,2,0,0,,0,,,0,,Yes,0,,,0,13,3,,,0,0,0,0,0,0,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=0b71ec1d-a9ef-423b-a599-66c396fc16ba:ivr-business-service-papi&branch=develop
,,0b71ec1d-a9ef-423b-a599-66c396fc16ba:ivr-business-service-papi,ivr-business-service-papi,master,2/17/2023,0,1,56,2,1,4,1,5,0.70%,347,,0.00%,0,,,,,,,,,,,,,1679,4,mule=1679,0,,,5,,,No,,0,,,,0,0,6,28,,OK,2177,39,0,0,,,,,0,,0,,0,,0,0,21,14,3,,,,,0,,57,0,57,0,0,,,,0,,,NA,0,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",,,0,0,,2,,0,,,,,0,,Yes,0,,,0,,3,,,0,,,,,,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=0b71ec1d-a9ef-423b-a599-66c396fc16ba:ivr-business-service-papi&branch=master
